X1,X2,X3,Y
6592.32108,7115.922,8179.0236,8218.773
7115.922,8179.0236,8218.773,7832.81412
8179.0236,8218.773,7832.81412,7747.85952
8218.773,7832.81412,7747.85952,8410.5054
7832.81412,7747.85952,8410.5054,6167.70396
7747.85952,8410.5054,6167.70396,5522.049
8410.5054,6167.70396,5522.049,5242.71204
6167.70396,5522.049,5242.71204,5126.8932
5522.049,5242.71204,5126.8932,5478.09084
5242.71204,5126.8932,5478.09084,5757.58368
5126.8932,5478.09084,5757.58368,6145.41312
5478.09084,5757.58368,6145.41312,7076.79612
5757.58368,6145.41312,7076.79612,7272.11376
6145.41312,7076.79612,7272.11376,7679.89584
7076.79612,7272.11376,7679.89584,7272.73728
7272.11376,7679.89584,7272.73728,6801.35616
7679.89584,7272.73728,6801.35616,6750.85104
7272.73728,6801.35616,6750.85104,6144.7896
6801.35616,6750.85104,6144.7896,6127.95456
6750.85104,6144.7896,6127.95456,6133.72212
6144.7896,6127.95456,6133.72212,6082.74936
6127.95456,6133.72212,6082.74936,6762.38616
6133.72212,6082.74936,6762.38616,7051.2318
6082.74936,6762.38616,7051.2318,8257.89888
6762.38616,7051.2318,8257.89888,8374.49712
7051.2318,8257.89888,8374.49712,8144.73
8257.89888,8374.49712,8144.73,7218.8028
8374.49712,8144.73,7218.8028,6921.072
8144.73,7218.8028,6921.072,6678.83448
7218.8028,6921.072,6678.83448,6182.66844
6921.072,6678.83448,6182.66844,5846.43528
6678.83448,6182.66844,5846.43528,5757.58368
6182.66844,5846.43528,5757.58368,5722.04304
5846.43528,5757.58368,5722.04304,5988.59784
5757.58368,5722.04304,5988.59784,6378.6096
5722.04304,5988.59784,6378.6096,7767.5004
5988.59784,6378.6096,7767.5004,7613.1792
6378.6096,7767.5004,7613.1792,6700.34592
7767.5004,7613.1792,6700.34592,6851.86128
7613.1792,6700.34592,6851.86128,6952.87152
6700.34592,6851.86128,6952.87152,6902.3664
6851.86128,6952.87152,6902.3664,6835.02624
6952.87152,6902.3664,6835.02624,6643.44972
6902.3664,6835.02624,6643.44972,6439.55868
6835.02624,6643.44972,6439.55868,6412.9032
6643.44972,6439.55868,6412.9032,6601.518
6439.55868,6412.9032,6601.518,7094.0988
6412.9032,6601.518,7094.0988,8357.19444
6601.518,7094.0988,8357.19444,8097.65424
7094.0988,8357.19444,8097.65424,7558.93296
8357.19444,8097.65424,7558.93296,7323.08652
8097.65424,7558.93296,7323.08652,6796.368
7558.93296,7323.08652,6796.368,5433.04152
7323.08652,6796.368,5433.04152,6232.70592
6796.368,5433.04152,6232.70592,5778.78336
5433.04152,6232.70592,5778.78336,5604.19776
6232.70592,5778.78336,5604.19776,5918.45184
5778.78336,5604.19776,5918.45184,6127.95456
5604.19776,5918.45184,6127.95456,7611.93216
5918.45184,6127.95456,7611.93216,7629.39072
6127.95456,7611.93216,7629.39072,7769.0592
7611.93216,7629.39072,7769.0592,6531.99552
7629.39072,7769.0592,6531.99552,6885.53136
7769.0592,6531.99552,6885.53136,6296.30496
6531.99552,6885.53136,6296.30496,6784.52112
6885.53136,6296.30496,6784.52112,6818.1912
6296.30496,6784.52112,6818.1912,6683.51088
6784.52112,6818.1912,6683.51088,6717.18096
6818.1912,6683.51088,6717.18096,6813.35892
6683.51088,6717.18096,6813.35892,6745.39524
6717.18096,6813.35892,6745.39524,7390.2708
6813.35892,6745.39524,7390.2708,8602.70544
6745.39524,7390.2708,8602.70544,8624.8404
7390.2708,8602.70544,8624.8404,8504.8128
8602.70544,8624.8404,8504.8128,8189.62344
8624.8404,8504.8128,8189.62344,7832.81412
8504.8128,8189.62344,7832.81412,7085.21364
8189.62344,7832.81412,7085.21364,5467.64688
7832.81412,7085.21364,5467.64688,5329.22544
7085.21364,5467.64688,5329.22544,5467.64688
5467.64688,5329.22544,5467.64688,5502.25224
5329.22544,5467.64688,5502.25224,6021.33264
5467.64688,5502.25224,6021.33264,6111.11952
5502.25224,6021.33264,6111.11952,6784.52112
6021.33264,6111.11952,6784.52112,6893.0136
6111.11952,6784.52112,6893.0136,6932.29536
6784.52112,6893.0136,6932.29536,6286.6404
6893.0136,6932.29536,6286.6404,6609.46788
6932.29536,6286.6404,6609.46788,6541.5042
6286.6404,6609.46788,6541.5042,6337.61316
6609.46788,6541.5042,6337.61316,6395.7564
6541.5042,6337.61316,6395.7564,6618.6648
6337.61316,6395.7564,6618.6648,6618.6648
6395.7564,6618.6648,6618.6648,6567.2244
6618.6648,6618.6648,6567.2244,7098.7752
6618.6648,6567.2244,7098.7752,8607.6936
6567.2244,7098.7752,8607.6936,8607.6936
7098.7752,8607.6936,8607.6936,8590.5468
8607.6936,8607.6936,8590.5468,8710.5744
8607.6936,8590.5468,8710.5744,7613.1792
8590.5468,8710.5744,7613.1792,7218.8028
8710.5744,7613.1792,7218.8028,5571.46296
7613.1792,7218.8028,5571.46296,5519.55492
7218.8028,5571.46296,5519.55492,5640.67368
5571.46296,5519.55492,5640.67368,5900.99328
5519.55492,5640.67368,5900.99328,6354.91584
5640.67368,5900.99328,6354.91584,7384.97088
5900.99328,6354.91584,7384.97088,7696.88676
6354.91584,7384.97088,7696.88676,7696.88676
7384.97088,7696.88676,7696.88676,6796.368
7696.88676,7696.88676,6796.368,6830.34984
7696.88676,6796.368,6830.34984,7138.05696
6796.368,6830.34984,7138.05696,7003.37664
6830.34984,7138.05696,7003.37664,6286.6404
7138.05696,7003.37664,6286.6404,6955.67736
7003.37664,6286.6404,6955.67736,6453.89964
6286.6404,6955.67736,6453.89964,6955.67736
6955.67736,6453.89964,6955.67736,5502.25224
6453.89964,6955.67736,5502.25224,8218.773
6955.67736,5502.25224,8218.773,8824.3668
5502.25224,8218.773,8824.3668,8213.3172
8218.773,8824.3668,8213.3172,8065.85472
8824.3668,8213.3172,8065.85472,7167.3624
8213.3172,8065.85472,7167.3624,6755.8392
8065.85472,7167.3624,6755.8392,6104.2608
7167.3624,6755.8392,6104.2608,5986.72728
6755.8392,6104.2608,5986.72728,5865.60852
6104.2608,5986.72728,5865.60852,5727.18708
5986.72728,5865.60852,5727.18708,5779.09512
5865.60852,5727.18708,5779.09512,5398.43616
5727.18708,5779.09512,5398.43616,6700.34592
5779.09512,5398.43616,6700.34592,7662.90492
5398.43616,6700.34592,7662.90492,7238.13192
6700.34592,7662.90492,7238.13192,6439.55868
7662.90492,7238.13192,6439.55868,6644.22912
7238.13192,6439.55868,6644.22912,6626.92644
6439.55868,6644.22912,6626.92644,6730.74252
6644.22912,6626.92644,6730.74252,6584.3712
6626.92644,6730.74252,6584.3712,6626.92644
6730.74252,6584.3712,6626.92644,6592.32108
6584.3712,6626.92644,6592.32108,6263.57016
6626.92644,6592.32108,6263.57016,6258.582
6592.32108,6263.57016,6258.582,5555.5632
6263.57016,6258.582,5555.5632,7962.97392
6258.582,5555.5632,7962.97392,8264.7576
5555.5632,7962.97392,8264.7576,8058.996
7962.97392,8264.7576,8058.996,7373.124
8264.7576,8058.996,7373.124,7064.4816
8058.996,7373.124,7064.4816,6755.8392
7373.124,7064.4816,6755.8392,5467.64688
7064.4816,6755.8392,5467.64688,5294.62008
6755.8392,5467.64688,5294.62008,5237.568
5467.64688,5294.62008,5237.568,5156.19864
5294.62008,5237.568,5156.19864,5624.1504
5237.568,5156.19864,5624.1504,6292.8756
5156.19864,5624.1504,6292.8756,7340.07744
5624.1504,6292.8756,7340.07744,7321.6836
6292.8756,7340.07744,7321.6836,6721.5456
7340.07744,7321.6836,6721.5456,6755.8392
7321.6836,6721.5456,6755.8392,6395.7564
6721.5456,6755.8392,6395.7564,6367.38624
6755.8392,6395.7564,6367.38624,6367.38624
6395.7564,6367.38624,6367.38624,6429.2706
6367.38624,6367.38624,6429.2706,6394.04172
6367.38624,6429.2706,6394.04172,6358.81284
6429.2706,6394.04172,6358.81284,6429.2706
6394.04172,6358.81284,6429.2706,6499.72836
6358.81284,6429.2706,6499.72836,6696.13716
6429.2706,6499.72836,6696.13716,6319.99872
6499.72836,6696.13716,6319.99872,5986.72728
6696.13716,6319.99872,5986.72728,5623.371
6319.99872,5986.72728,5623.371,5935.9104
5986.72728,5623.371,5935.9104,5708.94912
5623.371,5935.9104,5708.94912,5692.58172
5935.9104,5708.94912,5692.58172,5484.94956
5708.94912,5692.58172,5484.94956,5447.07072
5692.58172,5484.94956,5447.07072,5534.36352
5484.94956,5447.07072,5534.36352,5586.7392
5447.07072,5534.36352,5586.7392,5866.07616
5534.36352,5586.7392,5866.07616,7336.33632
5586.7392,5866.07616,7336.33632,6634.2528
5866.07616,7336.33632,6634.2528,6529.50144
7336.33632,6634.2528,6529.50144,6211.66212
6634.2528,6529.50144,6211.66212,6471.20232
6529.50144,6211.66212,6471.20232,6038.63532
6211.66212,6471.20232,6038.63532,5778.78336
6471.20232,6038.63532,5778.78336,5727.18708
6038.63532,5778.78336,5727.18708,5604.19776
5778.78336,5727.18708,5604.19776,5727.18708
5727.18708,5604.19776,5727.18708,6232.70592
5604.19776,5727.18708,6232.70592,7249.82292
5727.18708,6232.70592,7249.82292,7993.83816
6232.70592,7249.82292,7993.83816,7699.6926
7249.82292,7993.83816,7699.6926,7262.76096
7993.83816,7699.6926,7262.76096,6878.67264
7699.6926,7262.76096,6878.67264,6886.46664
7262.76096,6878.67264,6886.46664,6903.76932
6878.67264,6886.46664,6903.76932,5952.12192
6886.46664,6903.76932,5952.12192,5865.60852
6903.76932,5952.12192,5865.60852,5831.00316
5952.12192,5865.60852,5831.00316,6055.938
5865.60852,5831.00316,6055.938,6194.35944
5831.00316,6055.938,6194.35944,5675.27904
6055.938,6194.35944,5675.27904,5761.79244
6194.35944,5675.27904,5761.79244,6779.37708
5675.27904,5761.79244,6779.37708,5793.90372
5761.79244,6779.37708,5793.90372,5827.88556
6779.37708,5793.90372,5827.88556,5759.92188
5793.90372,5827.88556,5759.92188,5726.40768
5827.88556,5759.92188,5726.40768,5604.19776
5759.92188,5726.40768,5604.19776,5726.40768
5726.40768,5604.19776,5726.40768,5691.49056
5604.19776,5726.40768,5691.49056,5324.8608
5726.40768,5691.49056,5324.8608,5656.57344
5691.49056,5324.8608,5656.57344,7315.13664
5324.8608,5656.57344,7315.13664,6927.3072
5656.57344,7315.13664,6927.3072,6851.86128
7315.13664,6927.3072,6851.86128,6546.96
6927.3072,6851.86128,6546.96,5866.07616
6851.86128,6546.96,5866.07616,5639.11488
6546.96,5866.07616,5639.11488,5342.31936
5866.07616,5639.11488,5342.31936,5225.40936
5639.11488,5342.31936,5225.40936,5260.01472
5342.31936,5225.40936,5260.01472,5606.06832
5225.40936,5260.01472,5606.06832,5623.371
5260.01472,5606.06832,5623.371,5536.8576
5606.06832,5623.371,5536.8576,5420.10348
5623.371,5536.8576,5420.10348,6439.55868
5536.8576,5420.10348,6439.55868,6694.42248
5420.10348,6439.55868,6694.42248,6303.63132
6439.55868,6694.42248,6303.63132,4927.3668
6694.42248,6303.63132,4927.3668,4308.36732
6303.63132,4927.3668,4308.36732,4155.13728
4927.3668,4308.36732,4155.13728,5656.57344
4308.36732,4155.13728,5656.57344,5656.57344
4155.13728,5656.57344,5656.57344,3805.96608
5656.57344,5656.57344,3805.96608,5639.11488
5656.57344,3805.96608,5639.11488,5656.57344
3805.96608,5639.11488,5656.57344,6215.24736
5639.11488,5656.57344,6215.24736,5831.15904
5656.57344,6215.24736,5831.15904,6218.67672
6215.24736,5831.15904,6218.67672,5827.88556
5831.15904,6218.67672,5827.88556,5488.06716
6218.67672,5827.88556,5488.06716,5311.92276
5827.88556,5488.06716,5311.92276,5086.98792
5488.06716,5311.92276,5086.98792,5062.9824
5311.92276,5086.98792,5062.9824,4808.74212
5086.98792,5062.9824,4808.74212,4614.98328
5062.9824,4808.74212,4614.98328,4315.5378
4808.74212,4614.98328,4315.5378,4474.06776
4614.98328,4315.5378,4474.06776,4801.104
4315.5378,4474.06776,4801.104,5342.31936
4474.06776,4801.104,5342.31936,5813.70048
4801.104,5342.31936,5813.70048,5725.94004
5342.31936,5813.70048,5725.94004,5199.22152
5813.70048,5725.94004,5199.22152,5841.75888
5725.94004,5199.22152,5841.75888,5993.27424
5199.22152,5841.75888,5993.27424,6262.63488
5841.75888,5993.27424,6262.63488,5976.4392
5993.27424,6262.63488,5976.4392,5759.92188
6262.63488,5976.4392,5759.92188,5349.8016
5976.4392,5759.92188,5349.8016,5538.4164
5759.92188,5349.8016,5538.4164,5761.3248
5349.8016,5538.4164,5761.3248,7373.74752
5538.4164,5761.3248,7373.74752,7577.95032
5761.3248,7373.74752,7577.95032,7238.13192
7373.74752,7577.95032,7238.13192,6881.3226
7577.95032,7238.13192,6881.3226,6541.5042
7238.13192,6881.3226,6541.5042,5606.06832
6881.3226,6541.5042,5606.06832,5381.13348
6541.5042,5606.06832,5381.13348,5185.19232
5606.06832,5381.13348,5185.19232,4949.65764
5381.13348,5185.19232,4949.65764,4914.42876
5185.19232,4949.65764,4914.42876,4965.86916
4949.65764,4914.42876,4965.86916,5208.10668
4914.42876,4965.86916,5208.10668,6001.38
4965.86916,5208.10668,6001.38,6936.03648
5208.10668,6001.38,6936.03648,7070.7168
6001.38,6936.03648,7070.7168,6771.73896
6936.03648,7070.7168,6771.73896,6204.64752
7070.7168,6771.73896,6204.64752,6144.7896
6771.73896,6204.64752,6144.7896,6178.45968
6204.64752,6144.7896,6178.45968,6018.5268
6144.7896,6178.45968,6018.5268,5932.7928
6178.45968,6018.5268,5932.7928,5812.7652
6018.5268,5932.7928,5812.7652,6320.62224
5932.7928,5812.7652,6320.62224,7509.98664
5812.7652,6320.62224,7509.98664,7929.30384
6320.62224,7509.98664,7929.30384,8325.5508
7509.98664,7929.30384,8325.5508,8384.7852
7929.30384,8325.5508,8384.7852,7373.124
8325.5508,8384.7852,7373.124,6618.6648
8384.7852,7373.124,6618.6648,5900.99328
7373.124,6618.6648,5900.99328,5604.19776
6618.6648,5900.99328,5604.19776,5349.8016
5900.99328,5604.19776,5349.8016,6652.9584
5604.19776,5349.8016,6652.9584,5255.02656
5349.8016,6652.9584,5255.02656,5412.1536
6652.9584,5255.02656,5412.1536,5949.9396
5255.02656,5412.1536,5949.9396,7187.15916
5412.1536,5949.9396,7187.15916,7883.78688
5949.9396,7187.15916,7883.78688,7136.1864
7187.15916,7883.78688,7136.1864,6618.6648
7883.78688,7136.1864,6618.6648,6721.5456
7136.1864,6618.6648,6721.5456,6678.83448
6618.6648,6721.5456,6678.83448,6337.61316
6721.5456,6678.83448,6337.61316,6532.9308
6678.83448,6337.61316,6532.9308,6635.8116
6337.61316,6532.9308,6635.8116,6436.59696
6532.9308,6635.8116,6436.59696,5156.19864
