Country,EdLevel,YearsCodePro,Salary,DevType,LanguageHaveWorkedWith,MiscTechHaveWorkedWith,WebframeHaveWorkedWith
15,0,23.0,121000.0,5,0,0,2
14,1,0.5,32315.0,8,0,2,3
0,0,5.0,80172.0,0,0,0,5
1,3,7.0,27492.0,5,0,0,5
15,1,30.0,130000.0,0,0,0,5
0,0,23.0,146981.0,8,0,2,3
15,0,10.0,53000.0,5,0,0,5
15,0,6.0,54000.0,5,0,0,5
15,0,4.0,82500.0,0,0,2,2
1,1,11.0,60000.0,0,0,0,3
15,0,2.0,80000.0,5,0,0,3
0,0,6.0,91529.0,4,0,4,5
15,0,3.0,12000.0,0,0,0,0
15,0,8.0,185000.0,5,0,4,5
15,0,3.0,184000.0,0,0,0,3
0,0,13.0,63469.0,5,0,0,5
0,2,3.0,54116.0,0,0,0,3
0,0,15.0,183727.0,9,0,2,2
15,0,17.0,123000.0,0,0,0,5
15,1,2.0,80000.0,0,0,0,3
0,0,10.0,43426.0,0,0,0,5
0,1,13.0,53448.0,0,0,2,5
4,0,11.0,67452.0,0,0,0,0
5,0,5.0,11169.0,5,4,3,4
0,1,6.0,32250.0,0,0,0,2
8,2,15.0,108098.0,8,0,2,4
5,0,4.0,8712.0,0,0,4,5
13,1,17.0,29580.0,8,0,0,0
5,2,8.0,30716.0,0,0,2,2
5,0,5.0,29320.0,0,2,2,5
10,2,6.0,28000.0,4,0,4,3
15,0,14.0,88100.0,0,0,0,2
4,2,5.0,70044.0,5,0,0,0
5,2,7.0,30716.0,0,0,0,3
10,0,3.0,11328.0,8,0,0,5
4,1,16.0,56211.0,5,0,0,2
5,2,9.0,16752.0,0,0,0,5
15,1,3.0,53000.0,8,0,4,4
5,2,10.0,41885.0,0,2,2,5
5,2,15.0,23735.0,5,0,2,5
10,0,2.0,19812.0,5,0,0,2
4,2,6.0,71345.0,0,0,0,3
6,1,4.0,43239.0,5,0,0,5
5,2,4.0,16754.0,1,0,2,2
13,0,4.0,15780.0,0,0,0,0
4,3,4.0,77831.0,5,0,0,2
8,0,14.0,48648.0,0,0,0,5
4,2,10.0,81074.0,0,0,0,5
12,1,28.0,64741.0,0,0,0,5
6,1,10.0,27565.0,5,0,0,3
5,0,8.0,56228.0,0,0,0,5
8,2,5.0,76560.0,1,0,2,5
8,0,15.0,45396.0,5,0,3,5
5,0,7.0,16754.0,5,0,1,5
8,2,14.0,88640.0,0,0,0,5
8,2,7.0,49944.0,0,5,2,2
1,0,21.0,82464.0,0,4,4,4
8,2,2.0,42158.0,1,5,2,2
11,0,3.0,54049.0,5,0,2,5
14,0,5.0,84019.0,0,0,0,0
14,3,0.5,52996.0,0,0,2,3
4,0,7.0,66156.0,0,0,0,2
13,3,11.0,16764.0,8,0,2,5
3,2,10.0,65399.0,0,0,4,3
11,2,20.0,35672.0,5,0,0,5
5,0,2.0,10122.0,1,0,2,2
14,1,20.0,64630.0,5,0,0,0
15,1,32.0,190000.0,5,5,2,3
15,1,3.0,60000.0,0,0,4,5
5,2,2.0,11951.0,1,5,2,2
4,2,13.0,86478.0,0,0,4,3
4,1,1.0,12828.0,0,0,0,3
13,0,3.0,29580.0,0,0,4,3
12,3,3.0,69957.0,1,0,2,5
14,1,2.0,33607.0,5,0,0,0
6,0,10.0,49725.0,4,0,4,3
14,2,5.0,69800.0,1,0,2,3
4,2,4.0,73507.0,5,0,0,0
3,2,4.0,42915.0,1,5,2,3
8,1,8.0,49227.0,5,0,0,2
4,2,6.0,64860.0,1,0,2,5
3,2,20.0,99450.0,0,0,0,3
13,0,6.0,69036.0,0,0,0,5
4,1,15.0,35028.0,0,0,0,5
6,1,6.0,25944.0,0,0,4,5
14,0,3.0,77556.0,0,0,2,3
8,0,3.0,29832.0,0,0,4,5
5,0,0.5,9494.0,5,0,4,5
5,2,5.0,11169.0,5,0,0,0
4,2,7.0,64859.0,8,0,2,1
3,3,20.0,79993.0,5,0,0,3
14,1,8.0,65922.0,0,0,2,5
5,2,16.0,83770.0,8,0,0,3
0,0,22.0,86853.0,0,0,2,3
3,2,6.0,75669.0,8,5,2,2
10,2,11.0,30192.0,5,0,3,5
0,3,12.0,123598.0,8,2,2,1
10,3,0.5,18876.0,0,5,2,1
6,2,5.0,37834.0,0,0,2,3
12,1,23.0,88716.0,0,0,2,5
9,2,5.0,37968.0,8,5,2,0
13,0,4.0,13812.0,0,0,2,5
11,2,2.0,17434.0,1,0,2,5
0,2,3.0,46767.0,5,0,2,3
14,2,4.0,38778.0,0,0,0,0
14,0,3.0,41363.0,5,0,4,5
5,0,1.0,12566.0,5,0,0,4
4,0,5.0,64860.0,0,0,0,5
5,0,12.0,13404.0,5,0,0,5
13,0,4.0,29580.0,0,0,4,3
5,0,5.0,16754.0,5,2,4,5
6,1,7.0,24648.0,0,0,4,5
8,3,10.0,78912.0,8,0,0,3
5,0,7.0,22339.0,1,0,1,5
5,0,6.0,36864.0,0,0,2,5
3,2,3.0,25680.0,4,0,2,5
8,0,10.0,77831.0,0,0,0,0
4,0,10.0,108098.0,0,0,0,2
12,3,7.0,60144.0,1,2,2,2
14,1,11.0,84019.0,0,0,0,5
8,2,9.0,44100.0,1,5,2,2
8,0,24.0,59454.0,0,0,0,5
14,2,21.0,57650.0,5,0,0,5
14,0,6.0,64630.0,5,0,0,5
5,0,5.0,18150.0,0,0,2,5
14,2,2.0,64630.0,5,0,2,5
15,0,10.0,165000.0,8,2,2,3
8,0,0.5,40212.0,0,0,0,3
5,0,7.0,96336.0,0,3,1,3
11,1,2.0,14268.0,0,0,2,5
14,3,9.0,81433.0,1,0,2,5
5,0,7.0,13962.0,5,0,3,5
6,2,4.0,32429.0,0,0,0,0
11,2,9.0,51076.0,0,5,2,1
5,2,12.0,48866.0,8,2,1,5
6,1,15.0,41077.0,5,0,0,4
15,0,20.0,130000.0,0,0,0,5
5,0,6.0,26527.0,1,5,2,2
14,0,21.0,77556.0,0,0,0,5
5,0,6.0,9215.0,5,0,0,5
14,2,5.0,96945.0,1,0,2,2
5,0,2.0,27923.0,0,2,2,5
10,0,15.0,79272.0,5,2,2,5
4,0,8.0,77831.0,0,0,0,5
6,1,11.0,16860.0,5,0,0,5
14,2,16.0,72385.0,0,0,0,2
6,1,10.0,19452.0,0,2,4,5
4,0,6.0,75669.0,0,0,2,5
2,1,4.0,54833.0,0,0,3,3
5,0,2.0,11169.0,0,0,2,5
1,0,4.0,21876.0,0,0,0,1
11,3,20.0,59454.0,0,5,1,2
9,2,15.0,45564.0,0,2,2,5
4,2,19.0,64860.0,0,0,0,0
8,1,13.0,71340.0,8,0,2,5
5,2,5.0,18918.0,8,0,2,5
4,1,19.0,86478.0,0,0,4,5
1,0,8.0,16488.0,0,2,2,4
4,3,6.0,36000.0,5,0,1,5
8,2,15.0,71340.0,0,0,4,4
9,1,4.0,27336.0,0,0,0,5
4,1,18.0,97288.0,0,0,2,5
9,1,2.0,22776.0,0,2,2,5
9,1,0.5,24300.0,8,0,0,5
15,3,10.0,185000.0,1,2,2,3
14,0,5.0,68507.0,5,0,2,5
11,1,4.0,75669.0,0,0,4,5
8,1,11.0,38916.0,0,0,4,5
14,0,20.0,77556.0,0,0,0,5
3,3,7.0,84316.0,1,0,2,3
4,1,4.0,29832.0,5,0,3,5
15,1,17.0,136000.0,0,0,0,5
10,0,3.0,40572.0,0,0,1,3
1,0,11.0,17868.0,0,2,2,5
1,1,2.0,11450.0,0,0,0,5
14,0,17.0,64630.0,8,0,0,5
6,3,2.0,18156.0,4,0,0,5
5,0,5.0,25131.0,1,5,2,2
5,0,8.0,20943.0,7,0,0,2
14,0,11.0,58167.0,0,0,0,5
14,0,15.0,90482.0,8,0,0,3
15,0,3.0,120000.0,1,5,2,2
3,2,17.0,81074.0,5,2,0,5
15,1,4.0,240000.0,8,0,3,5
15,0,4.0,135000.0,5,0,0,3
15,2,25.0,180000.0,0,0,2,1
14,2,21.0,93713.0,0,0,0,2
0,0,3.0,49439.0,5,0,2,3
1,0,17.0,115452.0,0,0,2,4
13,1,3.0,10848.0,5,0,4,5
14,2,9.0,49119.0,0,0,0,5
14,1,5.0,49119.0,0,0,1,5
11,2,5.0,45401.0,0,2,2,3
4,0,3.0,64859.0,0,0,0,5
9,0,2.0,32906.0,5,0,4,5
3,2,11.0,48644.0,5,0,0,0
3,3,3.0,22704.0,1,5,2,3
6,2,6.0,41077.0,0,0,2,5
5,0,3.0,11169.0,0,0,0,0
15,0,10.0,62000.0,5,0,3,3
3,2,6.0,31128.0,5,0,3,3
0,3,15.0,105559.0,5,0,0,5
15,2,2.0,155000.0,8,0,2,3
4,2,28.0,75669.0,5,0,0,5
4,0,4.0,49296.0,0,0,2,5
2,3,15.0,81682.0,1,0,2,2
15,1,18.0,138000.0,0,0,0,5
14,0,10.0,84019.0,4,0,0,5
15,0,19.0,185000.0,5,0,0,5
8,0,9.0,97288.0,0,0,2,5
14,2,2.0,32315.0,5,0,0,3
8,2,12.0,108098.0,0,0,0,5
3,2,2.0,37620.0,4,2,4,5
15,2,9.0,100000.0,0,0,2,3
1,2,3.0,24744.0,0,5,2,1
4,2,5.0,75669.0,8,2,1,3
3,2,5.0,63670.0,5,0,2,5
4,2,10.0,75669.0,1,0,2,2
3,2,1.0,90804.0,0,2,2,3
2,0,1.0,52942.0,5,0,2,3
13,0,1.0,9864.0,0,0,0,5
15,0,8.0,115000.0,0,0,0,2
13,0,3.0,16272.0,5,0,2,5
8,1,5.0,54696.0,5,2,4,5
5,0,2.0,11052.0,7,2,2,2
1,0,6.0,13740.0,5,2,4,3
8,2,5.0,44100.0,0,0,0,3
4,1,4.0,45401.0,0,0,4,5
15,2,25.0,150000.0,8,0,2,5
14,0,10.0,61398.0,0,0,0,5
1,1,16.0,28860.0,0,0,3,5
10,2,5.0,47184.0,0,2,2,3
15,0,0.5,58000.0,5,0,0,5
15,0,6.0,240000.0,0,5,2,5
6,1,0.5,16080.0,0,0,0,0
1,1,7.0,12096.0,0,0,4,1
14,3,2.0,10080.0,4,0,0,2
15,0,5.0,110000.0,0,0,0,2
14,0,17.0,67215.0,5,0,0,5
1,0,4.0,8244.0,0,0,3,5
15,1,2.0,70000.0,5,0,0,5
15,1,2.0,52000.0,5,0,0,5
1,1,20.0,14016.0,0,5,2,1
1,0,4.0,19236.0,8,5,2,2
4,1,5.0,56211.0,0,5,2,1
15,0,9.0,107077.0,5,0,0,5
15,0,12.0,180000.0,0,0,2,5
1,2,29.0,38484.0,0,0,0,5
14,0,7.0,64630.0,5,0,0,5
14,0,2.0,36193.0,8,0,3,2
15,1,18.0,230000.0,0,2,2,2
15,1,10.0,110000.0,0,0,0,5
15,1,8.0,240000.0,8,0,2,3
6,1,6.0,29186.0,0,0,0,5
5,0,4.0,13264.0,8,0,2,5
15,1,12.0,78000.0,5,0,0,5
5,0,1.0,30716.0,0,0,2,4
2,2,1.0,86976.0,8,0,2,3
14,0,17.0,84019.0,5,0,0,2
15,1,20.0,190000.0,0,0,0,0
3,2,6.0,40537.0,0,0,4,5
4,1,3.0,35028.0,5,0,0,3
15,1,18.0,180000.0,0,0,3,4
4,1,1.0,36324.0,5,0,0,5
15,0,12.0,160000.0,8,0,2,3
3,2,7.0,46482.0,0,0,0,5
14,0,7.0,90482.0,0,0,0,0
15,0,2.0,170000.0,0,5,4,3
15,0,3.0,60000.0,5,0,0,5
15,1,17.0,56000.0,0,0,4,5
15,2,13.0,102000.0,1,2,2,2
15,0,14.0,138000.0,5,0,0,5
15,2,25.0,200000.0,0,0,2,1
15,0,0.5,103000.0,8,0,2,3
3,2,1.0,29832.0,0,2,4,5
1,1,4.0,36000.0,0,0,4,5
9,2,5.0,45600.0,0,0,0,5
14,3,9.0,77556.0,1,2,2,5
15,0,3.0,210000.0,5,2,2,3
5,0,6.0,11867.0,5,0,1,5
15,0,11.0,240000.0,9,0,2,3
15,2,6.0,113000.0,3,0,2,3
15,0,10.0,107000.0,5,0,0,5
15,0,10.0,95000.0,5,0,0,5
15,1,40.0,120000.0,0,0,0,5
15,0,10.0,110000.0,5,0,4,3
15,2,7.0,85000.0,0,0,0,3
15,0,2.0,70000.0,0,0,2,2
15,0,15.0,115000.0,5,0,0,3
4,0,7.0,64859.0,5,0,4,3
15,2,4.0,110000.0,5,0,2,3
15,0,5.0,100000.0,0,0,2,5
2,0,5.0,75631.0,0,0,2,5
15,0,3.0,83200.0,0,0,2,1
2,0,4.0,151263.0,0,0,0,2
1,1,5.0,90708.0,8,2,2,5
1,0,4.0,10992.0,5,5,2,3
4,2,9.0,209710.0,0,5,2,2
5,0,3.0,34904.0,0,0,2,3
15,0,20.0,200000.0,0,0,2,4
2,0,7.0,49160.0,0,0,4,5
15,0,15.0,83000.0,5,0,0,5
15,0,6.0,56000.0,0,0,0,5
15,0,3.0,82000.0,5,0,4,3
15,0,2.0,90000.0,7,0,4,3
15,1,26.0,125000.0,0,0,0,5
15,0,12.0,180000.0,0,0,2,5
5,2,7.0,18150.0,5,0,0,0
5,0,5.0,25128.0,5,2,0,5
12,2,3.0,46020.0,5,0,0,5
1,0,10.0,96204.0,8,0,2,4
15,2,25.0,100000.0,8,0,0,2
15,1,7.0,53550.0,0,0,0,5
4,2,9.0,31128.0,0,0,0,0
15,0,4.0,97000.0,8,0,0,2
5,0,2.0,24433.0,5,0,2,3
1,2,9.0,229069.0,1,0,2,5
15,2,6.0,220000.0,5,2,2,3
15,0,3.0,110000.0,0,0,3,2
1,2,3.0,35328.0,1,0,2,1
2,1,10.0,102102.0,0,0,0,3
2,0,1.0,56723.0,5,0,0,5
15,0,2.0,40000.0,0,0,2,5
15,0,29.0,105000.0,5,0,0,3
15,0,36.0,140000.0,0,0,0,2
4,2,22.0,108098.0,0,0,0,4
15,0,24.0,214709.0,0,0,0,3
5,0,6.0,23735.0,5,0,4,3
15,0,7.0,177500.0,4,0,0,3
3,2,7.0,72426.0,8,0,2,3
15,0,6.0,140000.0,5,0,4,4
15,2,2.0,80000.0,8,0,2,3
15,2,13.0,175000.0,0,0,2,5
15,0,10.0,100900.0,5,0,0,3
15,2,25.0,130000.0,0,0,0,5
15,0,3.0,95000.0,3,0,4,5
13,0,6.0,19728.0,0,0,0,5
15,2,6.0,145000.0,8,0,2,4
7,1,3.0,42012.0,0,5,2,2
15,0,5.0,130000.0,5,0,4,5
15,1,20.0,110000.0,5,0,0,5
15,0,8.0,200000.0,5,0,2,5
15,1,15.0,117000.0,0,0,2,5
15,2,16.0,195000.0,3,0,0,0
15,0,5.0,225000.0,5,0,4,5
15,0,30.0,160000.0,0,0,0,2
11,0,21.0,84316.0,5,0,2,5
15,1,11.0,70000.0,0,0,1,5
1,2,10.0,49476.0,3,0,2,3
7,0,3.0,9372.0,5,0,0,2
4,2,15.0,59454.0,4,2,4,3
14,1,10.0,129259.0,0,0,2,5
15,0,3.0,103000.0,5,0,0,3
15,0,19.0,156000.0,8,0,2,5
15,1,22.0,250000.0,0,0,0,2
15,2,10.0,130000.0,0,0,0,4
15,0,1.0,100000.0,5,0,0,3
15,0,15.0,115000.0,5,0,0,0
2,0,1.0,60505.0,5,2,0,5
11,3,15.0,46482.0,0,0,2,3
7,1,3.0,22620.0,5,2,4,5
15,0,17.0,38400.0,0,0,0,0
15,0,6.0,235000.0,5,2,4,5
15,2,7.0,93000.0,0,0,2,1
15,2,18.0,140000.0,0,0,0,5
5,0,3.0,18432.0,0,0,2,3
1,2,6.0,34908.0,0,0,4,5
4,0,3.0,43239.0,0,0,2,3
1,1,6.0,13740.0,5,0,0,5
4,2,9.0,129718.0,0,0,4,3
15,1,4.0,76000.0,0,0,2,3
15,3,3.0,104500.0,4,0,3,0
1,0,9.0,54793.0,0,0,4,3
5,2,3.0,11588.0,5,0,2,5
15,2,10.0,151000.0,0,0,0,5
15,0,3.0,72000.0,5,0,0,5
14,2,20.0,226204.0,0,0,2,5
15,0,0.5,95000.0,0,0,2,5
9,2,5.0,71376.0,5,0,4,3
15,2,6.0,134090.0,0,0,2,5
5,0,7.0,30716.0,0,2,4,5
15,0,36.0,140000.0,0,0,1,5
15,1,0.5,44000.0,5,0,3,0
15,1,37.0,110000.0,0,0,1,5
15,0,6.0,115000.0,0,0,0,1
15,0,14.0,140000.0,3,0,2,3
15,0,33.0,140000.0,0,0,0,5
7,1,10.0,9696.0,5,0,2,1
15,0,2.0,60000.0,0,0,2,5
15,2,19.0,153000.0,0,0,2,5
15,0,6.0,109000.0,5,0,0,3
10,0,3.0,22644.0,8,0,0,2
0,0,2.0,86853.0,8,0,2,5
15,0,27.0,150000.0,5,0,0,3
15,2,7.0,142000.0,0,0,0,3
15,0,8.0,120000.0,0,0,0,2
7,0,4.0,8400.0,5,0,0,3
4,2,6.0,86478.0,8,0,0,3
0,0,15.0,86853.0,0,0,0,5
11,1,20.0,37834.0,0,5,3,2
7,0,2.0,10344.0,5,0,1,5
7,0,2.0,21708.0,0,2,2,5
15,1,25.0,90000.0,8,0,0,5
15,0,0.5,55000.0,8,0,2,2
15,0,9.0,78000.0,8,0,0,2
1,0,2.0,14268.0,0,0,2,3
15,2,1.0,160000.0,0,0,2,5
2,0,5.0,130086.0,5,0,2,4
14,1,40.0,87896.0,8,0,1,5
10,2,6.0,41520.0,4,5,4,3
15,0,25.0,150000.0,5,0,0,5
15,1,0.5,75000.0,5,0,2,5
2,0,8.0,71850.0,5,0,4,5
0,1,4.0,86853.0,5,0,0,5
15,0,8.0,150000.0,0,0,2,2
10,2,10.0,62280.0,2,0,2,5
15,0,0.5,63000.0,5,0,2,5
0,2,20.0,66810.0,0,0,0,3
2,2,3.0,64287.0,0,0,2,1
0,0,10.0,90193.0,0,0,0,0
15,0,31.0,120000.0,5,0,0,5
15,0,1.0,95000.0,5,2,2,5
15,0,4.0,125000.0,8,0,4,5
0,1,6.0,43426.0,5,0,4,3
5,0,2.0,13613.0,0,0,2,3
15,2,6.0,185000.0,0,0,1,5
5,0,15.0,78186.0,0,0,2,3
15,0,5.0,115000.0,5,0,2,0
5,2,3.0,9773.0,0,0,2,5
15,3,2.0,67000.0,5,0,0,5
15,0,11.0,96000.0,0,0,0,2
5,1,3.0,37697.0,3,5,1,2
15,1,11.0,45000.0,0,0,0,5
0,0,7.0,66810.0,8,0,0,2
15,3,5.0,155000.0,1,0,2,5
15,0,3.0,200000.0,8,0,2,3
7,0,6.0,45252.0,0,0,0,5
15,0,15.0,120000.0,5,0,0,5
0,0,22.0,80172.0,0,0,0,2
15,0,4.0,240000.0,0,0,0,3
15,2,24.0,250000.0,9,0,2,2
15,2,10.0,120000.0,0,0,3,3
5,0,3.0,23037.0,0,0,2,2
0,2,0.5,40080.0,5,0,2,5
5,2,24.0,55847.0,5,2,4,5
0,2,0.5,40080.0,5,0,2,5
14,3,17.0,59459.0,1,0,2,3
15,1,8.0,225000.0,5,0,0,5
2,0,2.0,60505.0,0,2,2,0
5,0,10.0,22339.0,5,0,0,3
5,0,12.0,86700.0,5,0,2,5
15,0,17.0,100000.0,0,2,2,0
0,0,15.0,76831.0,5,0,0,3
15,2,5.0,100000.0,0,0,2,2
4,2,5.0,56211.0,4,0,0,0
5,1,9.0,12845.0,0,0,2,5
0,1,33.0,70150.0,0,0,0,5
5,0,10.0,27923.0,5,2,4,5
0,0,10.0,20043.0,5,0,2,5
3,0,4.0,37834.0,4,0,0,5
12,0,12.0,62592.0,0,0,0,3
0,3,25.0,60129.0,0,0,2,3
4,0,3.0,67021.0,4,0,4,4
5,0,5.0,13950.0,0,0,0,5
10,2,10.0,160416.0,0,0,2,3
5,0,2.0,25131.0,5,0,2,1
4,0,9.0,35672.0,5,0,0,3
6,0,16.0,32424.0,0,0,0,3
11,0,17.0,54049.0,0,2,2,4
5,0,1.0,23735.0,0,0,2,5
0,0,8.0,93533.0,5,0,0,5
11,1,2.0,30267.0,4,2,4,3
3,1,4.0,38916.0,0,2,0,2
3,2,1.0,36753.0,8,0,3,4
9,0,6.0,16704.0,0,0,0,2
5,2,2.0,33508.0,1,5,2,2
3,2,4.0,74588.0,3,5,3,0
8,2,14.0,92964.0,0,0,0,0
9,0,3.0,30684.0,0,0,2,3
14,0,9.0,58167.0,0,0,0,5
13,0,5.0,49309.0,0,0,0,5
5,0,1.0,27923.0,0,2,2,5
12,0,4.0,61368.0,5,0,2,4
5,0,1.0,25131.0,0,2,1,3
4,0,3.0,42804.0,4,2,2,2
14,0,9.0,61398.0,0,0,0,5
3,0,1.0,20760.0,0,0,4,4
9,0,1.0,15192.0,1,0,2,3
10,0,14.0,30192.0,0,0,0,5
8,1,5.0,48644.0,5,0,0,5
4,0,3.0,59454.0,4,0,4,3
5,2,8.0,26527.0,5,0,4,5
3,2,2.0,35672.0,8,0,3,1
4,1,4.0,66804.0,0,0,0,3
4,1,6.0,36645.0,0,0,0,3
4,0,8.0,36324.0,0,0,2,5
14,3,12.0,96945.0,0,0,2,3
4,0,0.5,58764.0,0,0,2,3
14,0,4.0,41363.0,0,0,0,5
8,2,20.0,81074.0,1,0,2,0
4,1,22.0,70264.0,5,0,3,0
4,2,10.0,59454.0,1,5,2,2
4,0,13.0,59676.0,0,0,0,3
4,2,8.0,63778.0,0,0,2,3
6,1,10.0,46482.0,5,0,0,3
5,0,7.0,8376.0,5,0,4,5
5,0,7.0,15358.0,0,0,0,2
14,2,0.5,29730.0,5,0,0,5
4,2,15.0,59454.0,5,0,2,5
14,3,15.0,81433.0,8,0,2,5
4,2,9.0,72426.0,8,2,2,3
3,2,3.0,42158.0,8,0,2,4
5,2,10.0,26527.0,0,0,0,5
12,2,9.0,52776.0,5,0,0,3
4,2,12.0,54049.0,3,0,2,5
4,1,2.0,36324.0,5,0,2,0
3,2,2.0,37834.0,0,5,2,2
4,1,14.0,58373.0,5,0,0,5
4,3,10.0,64859.0,0,0,0,3
3,0,8.0,25944.0,5,0,0,5
5,0,5.0,16754.0,5,0,2,5
8,2,11.0,98369.0,0,0,1,2
11,1,13.0,63778.0,5,0,0,5
5,2,5.0,13962.0,0,0,0,5
10,1,5.0,19524.0,0,0,2,5
5,0,2.0,21780.0,0,0,2,5
4,2,3.0,59994.0,0,2,2,3
3,2,6.0,57292.0,0,0,0,5
14,1,11.0,135722.0,0,0,0,5
13,0,2.0,13812.0,0,0,0,5
4,0,3.0,48644.0,4,0,0,5
4,1,2.0,41508.0,0,0,0,3
14,0,2.0,38778.0,5,0,0,5
5,0,4.0,15084.0,5,0,4,5
9,2,4.0,30372.0,0,0,0,3
4,2,6.0,91883.0,5,0,0,2
14,1,4.0,41363.0,5,0,0,0
12,0,4.0,44184.0,0,0,2,5
4,0,20.0,97288.0,0,0,0,5
4,3,3.0,91883.0,0,0,2,5
8,0,2.0,32424.0,8,0,2,0
8,0,13.0,37620.0,0,0,0,5
0,0,7.0,83512.0,0,0,0,0
11,2,11.0,46482.0,0,0,0,5
5,0,3.0,27923.0,0,0,3,3
5,2,5.0,15358.0,5,0,2,5
6,1,0.5,12972.0,4,0,0,0
14,1,11.0,81433.0,0,0,4,5
6,2,13.0,48644.0,5,2,2,3
14,0,2.0,47826.0,5,0,2,5
4,1,14.0,45396.0,5,0,0,5
14,0,14.0,67215.0,0,0,2,3
5,0,0.5,16752.0,5,0,2,3
6,2,4.0,73507.0,1,0,2,2
8,2,1.0,43239.0,0,2,2,5
8,0,11.0,64859.0,0,0,0,3
4,1,11.0,42156.0,0,0,0,2
5,0,3.0,22339.0,4,0,2,5
14,0,5.0,38778.0,0,0,0,5
5,0,1.0,10471.0,0,0,4,5
5,0,8.0,11867.0,0,2,3,3
15,1,2.0,47000.0,5,0,0,2
11,1,5.0,15150.0,0,0,3,5
5,0,0.5,15358.0,5,0,2,5
14,0,1.0,25852.0,5,0,0,3
5,3,6.0,9494.0,0,0,0,5
5,0,4.0,9075.0,5,0,0,3
4,2,5.0,81074.0,0,0,2,5
14,0,5.0,42656.0,0,0,0,3
6,1,12.0,20112.0,0,0,0,5
1,1,4.0,16035.0,8,5,2,2
15,0,3.0,140000.0,1,0,2,5
15,1,3.0,94000.0,0,0,0,2
1,0,3.0,24744.0,0,5,1,2
12,2,0.5,41112.0,0,0,2,3
6,1,3.0,27025.0,4,0,0,5
5,0,15.0,57243.0,5,0,0,0
4,0,11.0,48648.0,0,0,0,2
5,0,3.0,9075.0,0,0,0,2
3,2,7.0,43239.0,0,0,2,3
12,1,4.0,52776.0,0,0,0,4
8,0,1.0,38916.0,5,0,0,2
8,2,15.0,77831.0,8,2,0,5
8,1,14.0,83016.0,0,0,0,3
14,0,11.0,81433.0,0,0,0,2
12,2,20.0,72408.0,0,2,2,3
3,2,2.0,54049.0,0,0,1,5
15,2,15.0,59000.0,1,0,2,2
5,0,0.5,15358.0,5,0,2,5
3,2,17.0,46704.0,0,0,0,5
3,0,0.5,41077.0,5,2,4,5
4,1,2.0,15564.0,0,0,0,2
6,2,0.5,24000.0,1,0,2,2
5,0,6.0,246792.0,7,2,4,3
3,2,5.0,16860.0,5,2,0,2
8,2,21.0,38916.0,5,0,2,2
15,0,28.0,132000.0,8,0,0,2
4,3,25.0,81074.0,5,0,0,5
9,0,5.0,21120.0,0,0,0,5
5,2,10.0,22339.0,5,0,2,3
11,0,0.5,14268.0,8,0,2,5
5,0,1.0,34485.0,0,0,2,3
4,1,4.0,36324.0,5,0,0,5
15,3,15.0,200000.0,1,0,2,2
14,0,16.0,64630.0,0,0,3,5
5,0,2.0,10392.0,0,0,4,5
5,0,1.0,13404.0,6,0,2,1
3,2,3.0,43239.0,0,0,2,5
14,0,10.0,40717.0,0,0,0,5
6,2,5.0,39996.0,4,2,4,5
3,2,6.0,46482.0,8,0,2,3
5,0,2.0,8796.0,1,0,2,3
11,0,9.0,41077.0,5,0,0,3
9,2,7.0,30984.0,3,0,0,0
4,1,3.0,43239.0,5,0,0,2
1,2,5.0,22812.0,0,5,2,1
6,0,20.0,59454.0,0,0,0,5
14,0,6.0,137015.0,0,5,4,3
14,0,5.0,37224.0,5,0,3,5
15,0,15.0,120000.0,0,0,0,2
5,0,8.0,19272.0,0,0,4,5
15,0,2.0,48000.0,5,0,4,3
4,2,15.0,57072.0,5,0,0,5
3,0,6.0,15564.0,0,0,2,5
15,0,3.0,105000.0,5,0,0,3
5,2,13.0,8377.0,8,0,2,1
9,2,2.0,18228.0,1,0,2,1
3,3,11.0,35672.0,0,0,2,5
15,1,15.0,160000.0,0,0,0,2
15,1,23.0,150000.0,5,0,0,5
6,3,16.0,108098.0,0,0,0,5
11,2,3.0,34591.0,8,0,2,1
12,1,20.0,55224.0,0,0,0,5
2,0,16.0,83194.0,5,0,0,5
7,0,9.0,16164.0,0,2,2,3
3,2,2.0,44320.0,5,0,0,4
6,2,8.0,42158.0,0,0,0,5
12,2,2.0,42960.0,0,0,0,5
6,1,15.0,37834.0,8,0,3,5
12,3,15.0,55224.0,0,0,2,3
15,0,5.0,100000.0,5,2,2,5
10,2,5.0,15096.0,5,0,0,3
15,0,5.0,120000.0,0,0,2,3
15,2,6.0,160000.0,1,0,2,1
2,1,35.0,75631.0,0,0,0,2
15,0,20.0,155000.0,0,0,0,0
13,0,4.0,11832.0,0,0,1,5
1,0,3.0,9624.0,0,0,2,5
15,2,9.0,120000.0,8,0,2,3
15,0,14.0,55000.0,0,0,0,5
15,2,30.0,95000.0,8,0,0,5
15,2,3.0,135000.0,5,0,2,3
2,0,5.0,45379.0,0,0,0,0
14,1,3.0,33607.0,4,0,4,3
7,1,0.5,10668.0,5,0,4,5
6,2,10.0,20760.0,8,0,2,5
15,1,9.0,80000.0,0,0,0,5
15,0,4.0,130000.0,5,0,2,5
15,1,4.0,104000.0,5,0,0,5
14,0,3.0,41363.0,5,0,0,2
6,1,0.5,15564.0,5,0,0,5
3,2,1.0,58373.0,1,2,2,3
15,0,5.0,106000.0,0,0,2,5
