Country,EdLevel,YearsCodePro,Salary,DevType,LanguageHaveWorkedWith,MiscTechHaveWorkedWith,WebframeHaveWorkedWith
15,1,20.0,165000.0,5,0,2,3
2,0,4.0,66550.0,0,0,0,5
15,1,3.0,160000.0,0,0,0,5
15,1,18.0,200000.0,0,0,0,2
3,0,8.0,48644.0,0,0,0,5
0,0,13.0,96874.0,3,0,2,3
14,0,7.0,84019.0,5,2,2,3
15,0,10.0,140000.0,0,0,2,5
2,2,16.0,90758.0,0,0,0,0
5,0,5.0,13962.0,5,0,4,5
15,0,6.0,140000.0,0,0,0,5
0,1,4.0,61465.0,0,0,0,2
0,0,25.0,100214.0,5,0,0,5
15,0,6.0,79000.0,5,0,4,3
14,2,2.0,122796.0,8,0,0,5
15,2,2.0,108000.0,0,0,0,5
1,2,9.0,20616.0,0,0,2,5
15,0,5.0,250000.0,0,2,2,5
15,1,21.0,140000.0,0,0,0,5
0,0,5.0,63135.0,5,0,0,3
4,1,4.0,38916.0,0,0,3,5
15,2,7.0,105000.0,8,0,0,1
15,1,21.0,150000.0,0,0,0,2
1,3,5.0,21996.0,0,2,0,3
1,2,3.0,16488.0,0,0,0,5
15,1,15.0,102000.0,5,0,0,5
15,0,20.0,120000.0,0,0,0,3
15,1,10.0,165000.0,0,0,0,5
0,0,16.0,86853.0,0,0,0,0
15,1,4.0,67000.0,0,0,2,3
1,1,3.0,32986.0,4,0,4,5
14,0,14.0,103408.0,8,0,2,5
14,1,7.0,77556.0,5,0,4,5
1,0,12.0,27492.0,5,0,0,5
15,2,13.0,220000.0,0,0,0,5
15,1,26.0,66560.0,0,0,0,3
15,0,0.5,60000.0,5,0,2,5
5,0,9.0,31637.0,8,0,3,2
15,0,6.0,100000.0,5,0,4,5
15,0,24.0,200000.0,0,0,0,5
15,0,4.0,110000.0,0,0,2,5
15,0,3.0,72000.0,0,0,0,5
15,1,4.0,150000.0,5,0,2,5
15,3,6.0,135000.0,5,0,2,5
0,1,25.0,106895.0,0,0,0,5
0,0,2.0,40086.0,4,0,0,3
15,2,23.0,150000.0,0,0,0,5
15,1,4.0,45656.0,0,0,2,5
0,1,21.0,66810.0,0,0,0,5
15,0,8.0,110000.0,8,0,0,5
15,2,7.0,140000.0,5,0,2,5
0,1,15.0,63469.0,5,0,0,5
15,0,2.0,75000.0,0,0,0,5
4,2,4.0,60535.0,5,5,4,3
7,0,1.0,10800.0,4,0,2,5
2,1,2.0,83194.0,0,0,0,5
0,0,2.0,40086.0,5,0,2,5
15,2,5.0,100000.0,5,0,0,3
6,1,24.0,45396.0,5,0,0,5
1,1,28.0,54972.0,5,0,2,3
15,2,5.0,250000.0,0,0,2,5
15,0,7.0,185000.0,0,0,2,3
15,0,1.0,85000.0,0,0,0,0
5,2,6.0,11169.0,5,0,0,5
0,0,9.0,53448.0,0,0,0,0
15,0,5.0,93000.0,0,0,2,3
5,2,12.0,23735.0,5,2,2,3
5,0,3.0,11169.0,5,0,0,0
14,0,5.0,64630.0,8,0,0,3
5,2,9.0,50262.0,5,0,2,5
15,0,30.0,110000.0,0,5,0,5
5,0,4.0,18150.0,5,0,0,5
15,0,5.0,110000.0,5,0,0,5
0,0,5.0,66810.0,0,0,0,2
3,2,20.0,33732.0,0,0,0,2
2,3,8.0,94539.0,1,5,2,2
5,0,12.0,16752.0,0,0,0,2
2,0,2.0,86976.0,0,0,2,5
15,2,5.0,112000.0,1,5,2,2
15,0,6.0,80000.0,0,0,0,3
15,0,10.0,80000.0,0,0,2,2
15,1,3.0,35000.0,0,0,2,3
5,2,6.0,108900.0,5,0,0,5
15,2,11.0,200000.0,0,0,2,3
0,2,20.0,56124.0,0,0,2,4
15,0,15.0,112000.0,0,0,0,5
7,0,14.0,12924.0,5,0,2,5
5,0,5.0,13404.0,7,0,4,0
5,0,4.0,10890.0,5,0,2,5
15,2,31.0,144000.0,0,0,2,4
0,2,5.0,100214.0,1,2,2,2
5,2,6.0,34000.0,5,0,1,5
15,2,23.0,80000.0,5,0,0,2
15,0,20.0,120000.0,5,0,2,3
5,1,0.5,16800.0,0,0,2,3
12,0,3.0,40910.0,5,0,2,5
5,2,10.0,43979.0,5,0,0,0
5,0,7.0,23735.0,5,0,0,5
15,0,0.5,62000.0,5,0,2,2
0,0,8.0,93533.0,0,2,4,3
13,0,17.0,19728.0,2,0,0,2
0,2,28.0,90193.0,8,0,2,5
5,0,2.0,64224.0,8,0,2,3
15,2,24.0,161000.0,0,0,2,5
15,1,1.0,36000.0,0,0,2,3
5,0,3.0,13962.0,8,0,2,3
5,0,8.0,30716.0,0,0,0,5
10,2,5.0,16980.0,0,0,0,2
15,1,7.0,125000.0,5,0,1,5
15,1,16.0,80000.0,5,0,0,3
5,0,5.0,16754.0,0,0,2,3
5,0,7.0,16752.0,0,0,1,5
4,0,15.0,70264.0,5,0,0,2
5,0,8.0,27923.0,5,0,0,0
4,1,2.0,12588.0,0,0,4,5
8,0,2.0,51888.0,8,0,0,3
5,0,3.0,75527.0,5,0,0,5
5,0,2.0,8656.0,0,0,2,3
0,0,24.0,66810.0,5,0,2,5
9,2,2.0,27336.0,0,0,2,3
5,0,6.0,11169.0,4,0,1,5
5,0,4.0,15084.0,0,0,0,2
2,2,15.0,64287.0,0,0,0,0
9,1,23.0,72900.0,4,0,4,5
10,2,7.0,30192.0,0,0,0,1
11,1,4.0,31348.0,0,0,0,5
4,3,16.0,68102.0,0,0,2,3
4,1,2.0,16860.0,5,0,2,5
5,2,3.0,19546.0,0,2,4,4
5,2,3.0,11169.0,0,0,2,5
15,0,2.0,90000.0,0,0,2,2
13,0,6.0,18732.0,0,0,0,5
5,0,5.0,25131.0,5,0,2,3
3,1,4.0,25944.0,0,0,4,5
9,0,2.0,15192.0,0,0,0,2
4,2,1.0,51887.0,1,5,2,3
11,2,2.0,22056.0,8,5,2,2
4,2,12.0,83236.0,0,0,0,3
0,1,23.0,73491.0,5,0,0,3
3,2,6.0,47023.0,0,0,2,3
4,1,2.0,36324.0,0,2,2,3
11,1,14.0,28105.0,0,0,0,5
4,0,4.0,51888.0,5,0,0,0
12,1,14.0,81821.0,0,0,2,4
4,0,6.0,75669.0,5,0,4,5
15,1,8.0,80000.0,0,0,0,2
11,2,9.0,45401.0,5,0,2,5
5,2,7.0,23735.0,5,0,0,0
5,0,7.0,217800.0,0,0,0,0
14,0,21.0,142185.0,0,2,1,1
5,0,8.0,12564.0,0,0,0,5
15,0,0.5,116000.0,0,0,2,5
4,0,17.0,48644.0,0,0,0,5
11,2,5.0,25944.0,8,2,2,4
5,2,3.0,12564.0,5,0,2,5
5,0,2.0,11588.0,0,0,0,1
4,2,8.0,64859.0,0,0,2,0
4,1,12.0,64859.0,5,0,0,0
5,0,7.0,36864.0,5,0,2,3
0,0,15.0,60129.0,5,0,0,5
8,1,15.0,70264.0,0,0,0,0
4,2,0.5,31128.0,0,0,0,2
13,0,7.0,23664.0,0,0,0,5
5,0,7.0,16752.0,5,0,2,4
14,2,3.0,59459.0,5,0,2,5
6,2,16.0,32429.0,0,0,0,5
6,0,4.0,28105.0,5,0,0,3
9,2,1.0,12144.0,7,0,2,0
3,2,15.0,75669.0,5,0,0,3
4,1,4.0,50592.0,0,2,4,5
8,2,19.0,71052.0,8,0,0,3
10,0,2.0,13212.0,4,0,4,3
5,0,4.0,13962.0,0,0,2,3
4,1,5.0,42804.0,5,0,0,3
12,0,10.0,55224.0,0,0,0,3
14,0,27.0,79107.0,5,0,0,5
11,0,2.0,28105.0,0,0,2,5
5,0,2.0,36300.0,5,0,2,3
3,2,14.0,51108.0,0,0,0,5
6,0,2.0,19452.0,5,0,0,0
8,0,2.0,38916.0,4,2,4,3
13,0,11.0,13416.0,0,0,0,5
13,0,27.0,38916.0,8,0,0,2
14,2,6.0,31022.0,5,0,2,4
6,0,10.0,28536.0,0,0,0,3
13,1,0.5,11834.0,5,2,4,5
3,0,10.0,38916.0,5,0,4,5
5,0,2.0,8377.0,0,0,2,3
3,2,4.0,45401.0,0,0,3,5
4,2,2.0,49296.0,5,0,2,3
6,0,16.0,24000.0,0,0,0,5
6,1,21.0,49296.0,5,0,0,2
4,3,20.0,97288.0,0,0,3,1
4,2,20.0,73944.0,5,0,0,5
6,1,4.0,23352.0,0,0,4,5
13,0,9.0,39444.0,0,0,2,3
14,0,15.0,105993.0,5,0,0,5
14,0,9.0,74970.0,5,0,0,3
3,2,3.0,49725.0,5,0,0,5
4,3,19.0,71340.0,5,0,0,2
3,0,28.0,51888.0,0,0,0,3
14,2,8.0,96945.0,5,0,2,5
8,0,5.0,59454.0,1,0,2,3
11,1,18.0,64859.0,0,0,1,3
8,0,2.0,21408.0,0,0,0,5
14,1,15.0,54289.0,5,0,0,5
13,1,5.0,18732.0,4,0,4,5
9,2,3.0,63281.0,8,0,2,5
14,0,35.0,64630.0,0,0,0,2
6,3,7.0,47563.0,1,0,2,0
14,1,7.0,62045.0,0,0,0,5
4,2,4.0,54049.0,7,2,4,3
14,1,18.0,32315.0,0,0,0,2
4,2,20.0,97288.0,0,0,0,3
11,2,3.0,32429.0,8,0,2,5
5,0,2.0,9773.0,5,0,2,5
9,1,0.5,10632.0,4,0,4,3
3,3,23.0,55776.0,7,0,0,5
14,3,18.0,77556.0,5,2,2,5
4,0,15.0,48644.0,5,0,0,5
14,1,2.0,49765.0,4,0,0,5
4,2,14.0,64859.0,0,0,0,3
5,0,8.0,12286.0,5,0,4,5
15,0,35.0,16250.0,5,0,1,3
4,1,2.0,54049.0,0,0,0,0
6,1,20.0,19452.0,5,0,2,4
14,0,3.0,25852.0,5,0,0,5
11,0,22.0,57292.0,0,0,0,3
15,2,3.0,85000.0,0,0,2,2
4,1,0.5,21408.0,5,0,2,3
3,2,5.0,37620.0,8,0,2,3
14,0,9.0,109871.0,5,0,0,3
0,2,21.0,100214.0,5,0,0,5
5,0,5.0,41885.0,4,2,4,3
5,0,9.0,118675.0,1,5,2,1
4,2,5.0,41508.0,4,0,3,5
12,0,6.0,55224.0,5,0,0,3
12,2,24.0,81612.0,0,4,0,2
11,0,15.0,86478.0,0,2,1,3
4,2,4.0,59454.0,6,0,0,3
10,0,3.0,45300.0,0,0,0,2
14,0,2.0,58167.0,0,0,0,5
14,0,23.0,56228.0,5,0,0,0
11,2,2.0,21079.0,0,0,0,2
5,2,4.0,19546.0,0,2,2,2
8,2,3.0,55776.0,5,0,0,0
4,0,4.0,72426.0,5,2,4,3
12,1,18.0,67500.0,0,0,0,3
4,1,1.0,38916.0,5,0,2,1
9,2,2.0,15492.0,5,0,2,5
13,2,3.0,66000.0,1,5,2,2
4,2,7.0,75669.0,0,0,0,3
12,0,0.5,30684.0,4,0,2,5
14,2,8.0,71093.0,5,0,2,5
3,2,15.0,34591.0,5,0,1,4
4,2,15.0,93396.0,5,0,4,3
11,2,5.0,37834.0,1,2,2,2
12,2,9.0,76092.0,5,2,0,5
12,2,13.0,63816.0,0,0,0,3
4,0,9.0,51887.0,0,0,2,5
13,0,5.0,16968.0,4,0,2,5
4,0,2.0,51888.0,5,2,4,5
14,0,2.0,41363.0,5,0,0,2
4,2,2.0,64860.0,0,2,4,3
14,2,25.0,155111.0,5,0,0,5
5,0,3.0,10056.0,5,0,2,0
5,0,1.0,29320.0,0,0,2,3
3,2,10.0,88640.0,0,0,0,3
13,0,12.0,49308.0,0,0,0,5
5,0,10.0,27560.0,0,0,0,2
8,0,10.0,118908.0,0,0,2,3
3,1,10.0,19452.0,5,0,0,2
8,0,3.0,45396.0,5,0,4,0
5,0,2.0,12705.0,5,0,2,3
8,2,6.0,62268.0,8,5,2,2
8,0,8.0,46704.0,0,0,0,5
6,3,35.0,32424.0,0,0,0,2
12,0,3.0,34980.0,0,0,0,3
14,0,15.0,32315.0,0,0,0,3
11,3,5.0,92964.0,0,5,2,3
6,0,10.0,56211.0,1,2,2,2
5,0,1.0,10471.0,5,0,2,5
10,2,13.0,84924.0,5,0,0,0
12,1,10.0,57684.0,0,0,4,5
13,0,4.0,31560.0,0,0,0,3
8,0,2.0,36972.0,8,0,2,3
10,1,30.0,44544.0,0,0,0,2
4,0,2.0,70264.0,0,0,2,2
1,0,15.0,38484.0,0,2,3,3
4,2,6.0,51888.0,0,0,2,5
12,1,15.0,39276.0,8,2,2,5
5,0,0.5,32112.0,8,0,2,1
5,2,7.0,19546.0,5,0,3,5
4,1,5.0,37618.0,5,0,0,5
4,0,12.0,71340.0,0,0,0,5
5,0,3.0,41885.0,0,0,2,5
11,3,20.0,46482.0,0,0,0,5
4,0,5.0,115665.0,5,0,4,3
13,1,20.0,90500.0,5,2,4,3
3,2,9.0,91883.0,0,0,2,4
11,2,15.0,91883.0,0,5,2,4
3,2,14.0,118908.0,0,0,1,4
6,0,7.0,35672.0,0,0,3,3
3,1,2.0,28105.0,4,2,4,5
14,0,15.0,109871.0,0,0,0,0
13,0,14.0,36492.0,5,0,2,3
5,2,10.0,27923.0,3,2,2,3
0,0,4.0,44094.0,0,0,2,2
14,1,36.0,87896.0,5,0,0,0
5,0,4.0,12007.0,0,0,2,5
4,1,2.0,32424.0,5,0,0,5
5,3,10.0,69809.0,8,0,2,4
11,2,11.0,57292.0,0,0,0,2
14,0,7.0,62045.0,0,0,3,5
5,1,3.0,8377.0,5,0,4,3
15,0,8.0,180000.0,1,5,2,2
4,1,7.0,45396.0,8,0,0,2
9,2,12.0,47076.0,0,0,2,3
14,0,7.0,64630.0,5,0,0,3
8,3,15.0,70264.0,1,2,2,2
2,0,1.0,60505.0,5,0,0,3
4,2,24.0,91883.0,0,0,0,0
14,1,5.0,82726.0,5,0,0,0
13,2,5.0,25644.0,0,0,2,3
4,1,1.0,32424.0,0,0,0,5
6,1,2.0,20760.0,0,0,0,5
5,0,10.0,33508.0,0,0,2,5
14,1,47.0,142185.0,0,0,0,2
1,1,14.0,30240.0,0,0,0,5
5,0,3.0,16754.0,0,2,2,5
5,0,8.0,40489.0,0,2,2,3
5,2,22.0,16754.0,5,0,0,0
11,0,3.0,38915.0,0,0,2,5
6,0,6.0,27504.0,5,0,3,0
15,1,15.0,170000.0,0,0,0,3
2,0,19.0,105884.0,0,0,0,3
5,0,10.0,15084.0,5,0,0,5
14,2,9.0,64630.0,7,2,4,3
15,2,3.0,50000.0,8,0,2,3
9,2,3.0,30372.0,1,0,2,2
14,0,4.0,37224.0,5,0,0,5
14,1,15.0,32315.0,0,0,3,5
10,0,7.0,71712.0,0,0,2,5
12,1,2.0,49092.0,0,0,2,5
14,0,1.0,31022.0,0,0,2,5
9,3,15.0,45564.0,0,0,2,5
15,0,1.0,50000.0,0,0,0,3
4,2,20.0,118908.0,0,0,0,3
3,2,8.0,33510.0,0,0,0,5
10,3,16.0,57756.0,0,0,2,5
1,2,9.0,32988.0,8,0,0,5
9,0,2.0,69600.0,0,0,2,5
15,0,4.0,95900.0,5,0,0,3
15,0,5.0,85000.0,8,0,2,5
1,0,3.0,16488.0,0,0,3,0
4,0,0.5,46044.0,5,0,2,3
8,0,10.0,51888.0,0,0,2,5
4,2,18.0,75669.0,0,0,4,3
2,0,7.0,64287.0,0,0,0,5
10,2,4.0,18876.0,5,0,0,0
12,1,3.0,38052.0,0,0,0,5
15,0,25.0,156000.0,0,0,0,2
14,0,4.0,50411.0,8,0,2,2
14,1,3.0,41363.0,5,0,0,5
5,2,22.0,41880.0,5,0,3,5
5,2,7.0,18150.0,5,0,0,0
4,2,5.0,59454.0,8,0,2,5
15,0,1.0,55000.0,5,0,2,4
1,2,4.0,16488.0,0,2,2,1
4,2,5.0,108098.0,0,0,2,3
14,1,2.0,24816.0,5,0,0,5
1,1,5.0,14844.0,5,0,0,5
14,0,6.0,90482.0,5,0,0,4
10,0,0.5,12264.0,4,0,2,3
4,3,4.0,75669.0,0,0,2,2
0,1,0.5,36745.0,5,0,2,5
6,1,15.0,64860.0,6,0,0,5
6,0,6.0,27240.0,0,0,3,5
1,0,25.0,32988.0,5,2,4,4
1,0,3.0,8400.0,5,0,2,5
11,1,0.5,14268.0,0,0,0,5
12,0,1.0,42960.0,5,0,0,3
11,1,3.0,30267.0,0,0,3,5
1,1,11.0,23364.0,0,0,3,3
8,0,12.0,81074.0,0,0,0,2
15,0,17.0,120000.0,5,0,0,5
14,0,2.0,45241.0,5,0,0,5
5,0,2.0,12433.0,5,0,0,2
14,1,11.0,71093.0,0,0,2,3
5,2,7.0,75396.0,5,5,4,3
1,0,2.0,13744.0,5,0,4,3
10,1,6.0,52848.0,4,0,4,3
4,0,3.0,48644.0,0,0,0,5
3,2,1.0,31128.0,1,0,2,1
13,0,21.0,35508.0,5,0,0,5
11,0,12.0,22704.0,0,0,0,5
14,1,8.0,71093.0,5,0,4,3
1,2,5.0,21996.0,8,2,4,5
0,1,14.0,93533.0,5,0,4,3
15,1,12.0,150000.0,0,0,0,2
14,0,22.0,95006.0,5,0,0,4
4,2,9.0,49452.0,5,0,0,5
5,0,3.0,20943.0,3,2,1,5
14,0,2.0,42656.0,5,0,4,4
2,2,9.0,121010.0,0,2,2,5
11,3,12.0,54049.0,0,0,2,3
4,2,6.0,46704.0,0,0,0,3
6,2,27.0,86478.0,0,0,0,5
6,3,9.0,37834.0,0,0,2,5
8,2,21.0,77832.0,0,0,2,2
10,3,15.0,37752.0,0,0,0,2
15,0,20.0,105000.0,0,0,4,5
4,3,7.0,56211.0,0,0,2,3
0,0,25.0,125250.0,5,0,0,5
15,1,11.0,120000.0,0,0,0,5
4,1,4.0,45396.0,0,0,4,3
1,2,19.0,96209.0,5,2,2,5
5,0,2.0,12566.0,1,0,2,1
15,1,0.5,120000.0,8,0,0,5
4,1,4.0,37620.0,5,0,4,5
14,0,10.0,43948.0,5,0,0,2
8,2,5.0,70264.0,8,0,2,2
8,2,20.0,37620.0,5,0,3,1
15,0,9.0,180000.0,5,2,4,4
5,2,4.0,10056.0,5,0,0,0
4,1,5.0,45396.0,0,0,2,5
9,2,2.0,12144.0,1,5,2,2
2,3,3.0,68068.0,8,0,2,2
14,2,6.0,232668.0,8,0,2,2
3,1,32.0,45396.0,0,0,0,2
5,0,9.0,57243.0,0,5,2,3
0,2,2.0,43426.0,5,0,4,5
4,0,3.0,38915.0,5,0,2,2
12,1,0.5,42348.0,0,0,0,4
14,0,4.0,60752.0,0,0,2,3
4,0,4.0,56211.0,5,0,4,5
15,0,8.0,88000.0,0,0,0,5
15,1,15.0,120000.0,0,2,0,5
6,0,5.0,20760.0,4,0,4,3
14,0,4.0,38778.0,0,0,0,5
10,1,21.0,23592.0,7,0,0,5
4,1,1.0,36324.0,5,0,4,5
4,2,10.0,62240.0,0,0,0,4
2,0,26.0,68068.0,5,0,0,0
4,0,5.0,81074.0,8,5,2,1
8,2,15.0,70264.0,0,0,2,2
14,0,25.0,162867.0,0,0,0,3
15,0,12.0,76000.0,5,0,0,0
2,0,20.0,90758.0,5,0,0,3
6,0,2.0,37834.0,0,2,2,5
10,0,2.0,56616.0,0,2,2,1
6,1,10.0,46482.0,0,0,0,5
6,1,17.0,38915.0,0,0,3,5
15,1,10.0,125000.0,0,0,4,5
15,2,6.0,175000.0,3,0,2,5
4,0,7.0,71885.0,5,0,4,5
14,0,10.0,90482.0,5,2,2,3
8,1,14.0,50806.0,0,0,2,5
11,2,2.0,35709.0,0,0,2,3
4,0,12.0,70264.0,4,0,2,5
11,1,2.0,15134.0,4,2,4,5
5,0,4.0,33504.0,5,2,4,3
13,2,8.0,49308.0,8,0,0,5
3,0,11.0,97284.0,5,0,0,5
7,2,5.0,70000.0,5,0,0,0
11,2,10.0,54049.0,4,0,4,5
15,0,3.0,75000.0,0,0,0,5
14,0,8.0,51702.0,0,0,2,2
14,1,16.0,52996.0,5,0,0,0
3,1,3.0,48644.0,4,0,4,3
10,2,6.0,58978.0,5,0,0,3
2,2,7.0,52942.0,0,0,0,3
8,0,3.0,34591.0,5,0,0,3
12,1,6.0,68724.0,0,4,0,2
10,2,21.0,28308.0,0,0,0,3
13,1,20.0,21696.0,0,0,0,5
1,0,7.0,30000.0,0,0,0,5
15,0,4.0,198000.0,0,0,2,4
13,0,4.0,29580.0,5,2,4,5
3,2,3.0,43239.0,1,0,2,1
13,0,3.0,24660.0,0,0,0,5
9,0,5.0,42528.0,0,4,4,4
2,0,13.0,113447.0,0,0,0,5
15,0,5.0,110000.0,0,0,0,5
15,0,0.5,100000.0,5,0,0,5
15,1,0.5,150000.0,5,0,4,5
5,0,9.0,22620.0,0,0,0,5
1,0,11.0,24744.0,0,0,0,3
4,0,4.0,64859.0,5,0,2,5
6,1,10.0,47563.0,0,0,2,5
1,0,8.0,17112.0,0,0,0,3
8,0,13.0,60535.0,0,0,0,5
2,1,12.0,94539.0,0,0,0,3
4,2,5.0,69183.0,8,2,2,3
14,0,8.0,77504.0,0,0,2,3
15,0,1.0,65000.0,8,0,2,5
6,2,6.0,12972.0,0,5,2,1
9,1,2.0,36444.0,4,0,4,5
15,2,40.0,160000.0,5,0,0,5
5,2,3.0,16754.0,5,0,0,5
1,1,4.0,17868.0,4,0,4,3
4,1,16.0,62268.0,0,0,1,3
12,0,3.0,47868.0,0,0,0,3
15,0,3.0,114400.0,5,0,2,3
14,0,26.0,55362.0,0,0,3,1
15,0,6.0,135000.0,5,0,4,4
15,0,8.0,85000.0,0,0,0,2
6,2,6.0,47563.0,0,0,2,5
4,1,1.0,11676.0,0,0,2,3
5,2,7.0,24433.0,5,2,2,5
1,2,14.0,38942.0,5,0,4,3
15,0,6.0,105000.0,5,0,3,4
14,0,16.0,142185.0,5,0,0,5
15,0,20.0,160000.0,5,0,0,3
15,0,5.0,88000.0,0,0,0,5
15,1,16.0,190000.0,5,0,0,5
15,0,27.0,110000.0,0,0,2,5
2,0,7.0,41597.0,5,0,4,5
15,2,10.0,167000.0,5,0,2,2
10,2,8.0,64164.0,0,0,0,3
1,3,3.0,20616.0,4,0,3,0
15,0,7.0,15900.0,0,0,0,2
4,0,10.0,61616.0,8,0,0,0
12,1,14.0,92052.0,0,0,0,5
2,0,8.0,68068.0,0,0,0,2
15,1,18.0,170000.0,0,0,4,4
7,3,17.0,51708.0,0,0,0,5
4,0,11.0,78912.0,0,0,1,0
5,0,3.0,8377.0,0,2,2,5
15,0,3.0,70000.0,0,0,2,3
4,0,1.0,37834.0,5,2,4,3
9,3,15.0,60744.0,0,0,2,3
15,0,30.0,80000.0,5,0,0,5
8,0,4.0,32424.0,0,0,2,0
15,1,3.0,130000.0,0,2,4,4
15,0,10.0,63250.0,8,0,2,5
3,0,3.0,32429.0,0,0,2,2
2,1,22.0,94539.0,5,0,0,5
8,1,10.0,33732.0,0,0,2,5
15,2,16.0,150000.0,0,0,0,3
1,0,4.0,24744.0,0,0,2,5
15,2,13.0,61800.0,8,0,2,5
8,0,4.0,51888.0,4,2,4,5
4,1,0.5,51888.0,5,0,1,5
15,0,2.0,86900.0,4,0,2,3
4,0,5.0,59454.0,0,2,4,5
2,0,1.0,46135.0,0,0,0,3
5,0,6.0,15358.0,0,0,2,1
6,1,3.0,31128.0,0,5,3,3
15,0,3.0,42000.0,5,0,0,5
7,1,9.0,40399.0,0,0,2,2
7,0,5.0,12924.0,5,0,0,5
14,1,21.0,65922.0,0,0,0,5
15,0,5.0,45000.0,0,5,0,2
4,2,10.0,77832.0,0,0,0,2
15,1,12.0,133000.0,0,0,0,3
14,0,5.0,64630.0,8,0,2,0
14,2,20.0,180963.0,5,0,0,5
14,0,10.0,77556.0,5,0,0,5
15,0,1.0,80000.0,0,0,0,2
12,2,3.0,49992.0,1,0,2,2
15,0,5.0,75000.0,0,0,0,2
15,1,1.0,35360.0,5,0,0,3
1,1,4.0,21996.0,5,0,2,5
2,0,3.0,54833.0,0,0,0,5
15,2,13.0,141000.0,0,2,1,3
15,1,7.0,44750.0,0,0,0,5
15,1,6.0,42000.0,5,0,0,5
15,0,2.0,90000.0,0,0,2,3
3,2,3.0,55130.0,0,0,0,5
15,0,6.0,130000.0,0,0,0,5
2,0,15.0,111934.0,8,0,0,5
6,1,11.0,27180.0,8,0,0,5
15,2,3.0,175000.0,0,0,2,3
1,1,4.0,35736.0,4,0,2,5
15,0,30.0,175000.0,5,0,1,5
2,2,10.0,98321.0,0,5,3,3
14,1,11.0,62045.0,5,0,0,5
14,0,0.5,45241.0,5,0,4,3
15,2,11.0,150000.0,8,0,2,4
1,0,3.0,16488.0,1,5,2,1
5,0,2.0,10052.0,0,0,2,5
4,1,9.0,54049.0,0,0,4,3
4,1,3.0,48648.0,0,0,0,5
4,2,10.0,94586.0,0,2,1,3
14,0,1.0,64630.0,5,0,2,5
15,2,3.0,150000.0,5,0,2,0
14,0,2.0,39424.0,0,0,2,5
4,0,5.0,86916.0,0,0,0,0
3,0,3.0,44221.0,0,0,4,5
14,0,4.0,43948.0,0,0,0,5
14,1,20.0,193884.0,5,0,2,4
15,0,2.0,100000.0,5,2,4,3
9,2,3.0,13668.0,0,0,0,5
5,0,5.0,150792.0,8,0,2,5
15,0,3.0,72400.0,5,0,0,2
5,0,0.5,44678.0,0,0,2,3
15,1,0.5,40000.0,5,0,1,5
4,0,11.0,58368.0,0,0,2,5
1,0,15.0,27492.0,0,0,0,5
15,0,0.5,60000.0,5,0,0,0
14,1,5.0,45241.0,6,0,0,2
1,1,2.0,19236.0,5,0,2,5
15,0,6.0,235000.0,0,0,4,3
2,0,2.0,45379.0,5,0,0,3
15,3,15.0,220000.0,9,0,2,3
14,2,13.0,96945.0,5,0,0,3
15,1,24.0,140000.0,0,0,0,5
8,1,9.0,32429.0,0,0,0,5
15,0,4.0,58000.0,0,0,0,5
11,1,11.0,26484.0,0,0,3,5
3,2,3.0,45401.0,8,0,3,3
4,1,6.0,64859.0,0,0,1,5
15,0,21.0,115000.0,5,0,0,3
15,0,4.0,94000.0,0,5,2,1
1,0,8.0,23364.0,7,0,4,5
2,0,7.0,83194.0,0,0,3,4
15,1,41.0,115000.0,0,0,0,3
15,0,10.0,80000.0,5,0,0,5
3,2,2.0,45401.0,0,0,2,5
15,0,3.0,105000.0,0,0,0,5
15,0,25.0,143000.0,5,0,0,5
11,2,0.5,17296.0,0,0,1,3
14,0,8.0,84019.0,5,0,0,5
15,3,8.0,216000.0,1,5,2,2
14,1,20.0,142185.0,8,0,0,5
5,0,10.0,36864.0,4,0,2,2
15,1,10.0,80000.0,0,0,0,3
10,0,14.0,60396.0,0,0,0,2
15,1,3.0,84500.0,5,0,4,5
15,2,16.0,150000.0,0,0,2,5
11,1,20.0,59454.0,5,0,2,5
6,1,3.0,155664.0,4,0,0,5
3,2,1.0,32429.0,8,0,3,3
15,3,2.0,225000.0,1,5,2,3
7,1,4.0,18422.0,5,0,0,5
14,2,0.5,77556.0,5,0,2,5
4,1,6.0,48644.0,0,0,0,3
11,2,40.0,81074.0,0,0,2,0
11,0,4.0,44320.0,0,2,4,4
2,0,5.0,56723.0,5,0,0,2
2,1,10.0,75631.0,5,0,0,5
14,2,13.0,58167.0,5,0,1,5
8,0,6.0,57724.0,4,0,4,5
15,0,5.0,71226.0,8,0,0,2
15,0,5.0,125000.0,0,0,2,5
2,0,4.0,52942.0,5,0,4,5
15,2,7.0,90000.0,5,0,2,5
1,1,18.0,18552.0,0,0,2,5
15,1,11.0,100000.0,5,2,3,5
15,0,6.0,120000.0,8,0,0,3
15,1,10.0,85000.0,0,2,4,5
3,2,11.0,81074.0,5,0,3,0
15,0,11.0,190000.0,5,0,0,3
2,2,10.0,68068.0,9,0,3,5
14,0,15.0,54289.0,0,2,3,5
14,0,6.0,51704.0,0,0,0,2
15,2,10.0,200000.0,1,0,2,5
15,0,15.0,160000.0,5,0,0,5
3,1,12.0,54049.0,0,0,0,3
15,1,13.0,220000.0,0,2,2,3
12,2,17.0,56460.0,0,4,0,2
7,0,23.0,156000.0,5,0,0,5
